instrument_id,instrument_name,instrument_short,instrument_type,maps_to_node_id,maps_to_node_ids_json,scoring_direction,response_type,item_count,subscale_count,subscale_names_json,total_score_range_min,total_score_range_max,time_window_days,administration_minutes,loading_b_k,intercept_a_k,reliability_alpha,reliability_type,cancer_validation_status,se_multiplier,clinical_cutoff_value,clinical_cutoff_direction,normative_population,tier_assignment,norm_id,noise_id,language,citation_key,administration_mode,somatic_confound_risk,version,active,notes
INST_GH2AX_LYMPH,Gamma-H2AX Lymphocyte Foci,γ-H2AX,biomarker_assay,NODE_BIO_GH2AX,"[""NODE_BIO_GH2AX""]",lower_better,continuous,1,1,"[""foci_per_cell""]",0,50,0,0,-1.0,0.0,0.82,assay_cv,validated_in_cancer,1.0,N/A,N/A,Healthy adults typically <0.5 foci/cell; age-adjusted,2,NORM_GH2AX_HEALTHY,NOISE_GH2AX,N/A,Bonner2008,laboratory,none,v1.0,1,Foci/cell; lymphocyte immunofluorescence microscopy; DNA double-strand break marker
INST_8OHDG,8-Hydroxy-2'-Deoxyguanosine,8-OHdG,biomarker_assay,NODE_BIO_8OHDG,"[""NODE_BIO_8OHDG""]",lower_better,continuous,1,1,"[""ohdg_concentration""]",0,100,0,0,-1.0,0.0,0.88,assay_cv,validated_in_cancer,1.0,N/A,N/A,Healthy adults; urinary preferred for stability,2,NORM_8OHDG_HEALTHY,NOISE_8OHDG,N/A,Valavanidis2009,laboratory,none,v1.0,1,ng/mL (plasma) or μg/g creatinine (urinary); ELISA; oxidative DNA damage marker
INST_MDA_PLASMA,Malondialdehyde Plasma,MDA,biomarker_assay,NODE_BIO_MDA,"[""NODE_BIO_MDA""]",lower_better,continuous,1,1,"[""mda_concentration""]",0,20,0,0,-1.0,0.0,0.85,assay_cv,validated_in_cancer,1.0,N/A,N/A,Healthy adults; TBARS assay or HPLC,2,NORM_MDA_HEALTHY,NOISE_MDA,N/A,DelRio2005,laboratory,none,v1.0,1,μmol/L or nmol/mL; TBARS or HPLC; plasma; lipid peroxidation marker
INST_GLUCOSE_FASTING,Fasting Glucose,Glucose,biomarker_assay,NODE_BIO_GLUCOSE,"[""NODE_BIO_GLUCOSE""]",lower_better,continuous,1,1,"[""glucose_concentration""]",50,500,0,0,-1.0,0.0,0.95,assay_cv,validated_in_cancer,1.0,100,above,"ADA criteria: <100 normal, 100-125 prediabetes, ≥126 diabetes (mg/dL)",2,NORM_GLUCOSE_ADA,NOISE_GLUCOSE,N/A,ADA2023,laboratory,none,v1.0,1,mg/dL; standard clinical lab; fasting ≥8h; CV <3%
INST_NFL_PLASMA,Neurofilament Light Chain Plasma,NfL,biomarker_assay,NODE_BIO_NFL,"[""NODE_BIO_NFL""]",lower_better,continuous,1,1,"[""nfl_concentration""]",0,1000,0,0,-1.0,0.0,0.93,assay_cv,validated_in_cancer,1.0,N/A,N/A,Age-adjusted norms (Simoa platform),2,NORM_NFL_AGE,NOISE_NFL,N/A,Khalil2018,laboratory,none,v1.0,1,pg/mL; Simoa ultrasensitive immunoassay; plasma; neuroaxonal damage; age-dependent increase
INST_SHANNON_16S,Gut Microbiome Shannon Diversity Index,Shannon-H,biomarker_assay,NODE_BIO_SHANNON,"[""NODE_BIO_SHANNON""]",higher_better,continuous,1,1,"[""shannon_diversity""]",0,10,0,0,1.0,0.0,0.75,test_retest,used_in_cancer,1.1,N/A,N/A,Healthy adults; highly variable across populations,2,NORM_SHANNON_HEALTHY,NOISE_SHANNON,N/A,Knight2017,laboratory,none,v1.0,1,Shannon H; 16S rRNA sequencing; fecal sample; higher = more diverse; batch effects significant
INST_APOE_GENOTYPE,APOE Genotype Test,APOE,genetic_test,NODE_EXO_APOE,"[""NODE_EXO_APOE""]",categorical,categorical,1,1,"[""apoe_status""]",0,3,0,0,1.0,0.0,0.99,assay_cv,used_in_cancer,1.1,N/A,N/A,Population allele frequencies (Farrer et al. 1997),2,NORM_APOE_POP,NOISE_APOE,N/A,Farrer1997,laboratory,none,v1.0,1,"Ordinal: 0=non-carrier, 1=e4_heterozygous, 2=e4_homozygous; one-time test"
INST_COG_RESERVE_COMP,Cognitive Reserve Composite,CogRes,composite,NODE_EXO_COG_RESERVE,"[""NODE_EXO_COG_RESERVE""]",higher_better,continuous,3,1,"[""composite_score""]",0,100,0,5,1.0,0.0,0.78,internal_consistency,used_in_cancer,1.1,N/A,N/A,Education + occupation + premorbid IQ composite,N/A,NORM_COGRESERVE_POP,NOISE_COGRESERVE,English,Stern2009,computed,none,v1.0,1,Education years + occupation complexity + reading-based IQ estimate; z-scored composite
INST_CAQ,Cognitive Activity Questionnaire,CAQ,PRO,NODE_BEH_COG_ACTIVITY,"[""NODE_BEH_COG_ACTIVITY""]",higher_better,likert,25,1,"[""cognitive_activity_total""]",0,125,7,5,1.0,0.0,0.82,internal_consistency,general_population,1.3,N/A,N/A,Community older adults,N/A,NORM_CAQ_ELDERLY,NOISE_CAQ,English,Wilson2003,self_report,none,v1.0,1,"Frequency of cognitively stimulating activities; reading, puzzles, etc."
INST_CLINICAL_AGE,Age at Diagnosis,Age,clinical_record,NODE_EXO_AGE,"[""NODE_EXO_AGE""]",categorical,continuous,1,1,"[""age_years""]",18,100,0,0,1.0,0.0,0.99,inter_rater,validated_in_cancer,1.0,N/A,N/A,N/A,0,NORM_AGE_POP,NOISE_AGE,N/A,ClinicalRecord,clinical_record,none,v1.0,1,Extracted from medical record; Tier 0 required
INST_CLINICAL_SEX,Biological Sex,Sex,clinical_record,NODE_EXO_SEX,"[""NODE_EXO_SEX""]",categorical,categorical,1,1,"[""sex_category""]",0,2,0,0,1.0,0.0,0.99,inter_rater,validated_in_cancer,1.0,N/A,N/A,N/A,0,NORM_SEX_POP,NOISE_SEX,N/A,ClinicalRecord,clinical_record,none,v1.0,1,Male/female/other from medical record
INST_CLINICAL_CANCER_TYPE,Cancer Type Classification,CancerType,clinical_record,NODE_EXO_CANCER_TYPE,"[""NODE_EXO_CANCER_TYPE""]",categorical,categorical,1,1,"[""cancer_type""]",0,9,0,0,1.0,0.0,0.99,inter_rater,validated_in_cancer,1.0,N/A,N/A,N/A,0,NORM_CANCER_TYPE,NOISE_CANCER_TYPE,N/A,ClinicalRecord,clinical_record,none,v1.0,1,ICD-O-3 or institutional coding; Tier 0 required
INST_CLINICAL_RADIATION,Radiation Exposure Record,RadRecord,clinical_record,NODE_EXO_RADIATION,"[""NODE_EXO_RADIATION""]",categorical,categorical,1,1,"[""radiation_category""]",0,5,0,0,1.0,0.0,0.99,inter_rater,validated_in_cancer,1.0,N/A,N/A,N/A,0,NORM_RADIATION,NOISE_RADIATION,N/A,ClinicalRecord,clinical_record,none,v1.0,1,cranial/whole_brain/head_neck/thoracic/pelvic/none from treatment record
INST_CLINICAL_TX_PHASE,Treatment Phase,TxPhase,clinical_record,NODE_EXO_TX_PHASE,"[""NODE_EXO_TX_PHASE""]",categorical,categorical,1,1,"[""treatment_phase""]",0,4,0,0,1.0,0.0,0.99,inter_rater,validated_in_cancer,1.0,N/A,N/A,N/A,0,NORM_TX_PHASE,NOISE_TX_PHASE,N/A,ClinicalRecord,clinical_record,none,v1.0,1,pre/active/early_recovery/late_recovery/long_term; Tier 0 required
INST_ISL_DR,International Shopping List — Delayed Recall,ISL-DR,neuropsych_test,NODE_COG_EPISODIC_MEM,"[""NODE_COG_EPISODIC_MEM""]",higher_better,ordinal,12,1,"[""delayed_recall_words""]",0,12,0,5,1.0,0.0,0.82,test_retest,used_in_cancer,1.1,N/A,N/A,CogState normative reference (Lim et al. 2013),2,NORM_ISL_COGSTATE,NOISE_ISL_DR,English,Lim2013,computerized,low,v1.0,1,CogState battery; delayed recall of 12-word shopping list; words correctly recalled; higher=better; alternate forms available
INST_GROTON_MAZE,Groton Maze Learning Task,GMLT,neuropsych_test,NODE_COG_EXEC_PLANNING,"[""NODE_COG_EXEC_PLANNING"", ""NODE_COG_WORK_MEM""]",lower_better,continuous,1,1,"[""total_errors""]",0,999,0,10,-1.0,0.0,0.78,test_retest,used_in_cancer,1.1,N/A,N/A,CogState normative reference (Lim et al. 2013),2,NORM_GMLT_COGSTATE,NOISE_GMLT,English,Lim2013,computerized,low,v1.0,1,CogState battery; hidden maze path learning over 5 trials; total errors across trials; lower errors = better executive function
INST_ONEBACK,CogState One-Back Task,One-Back,neuropsych_test,NODE_COG_WORK_MEM,"[""NODE_COG_WORK_MEM""]",higher_better,continuous,1,1,"[""accuracy_arcsine""]",0,1.57,0,5,1.0,0.0,0.85,test_retest,used_in_cancer,1.1,N/A,N/A,CogState normative reference (Lim et al. 2013),2,NORM_ONEBACK_COGSTATE,NOISE_ONEBACK,English,Lim2013,computerized,low,v1.0,1,CogState battery; card matching n-back; arcsine-transformed proportion correct; higher=better working memory
INST_VO2PEAK,Peak Oxygen Uptake (VO2peak),VO2peak,clinician_rated,NODE_SYM_DECONDITIONING,"[""NODE_SYM_DECONDITIONING""]",higher_better,continuous,1,1,"[""vo2peak_ml_kg_min""]",5,80,0,15,1.0,0.0,0.95,test_retest,used_in_cancer,1.1,N/A,N/A,ACSM age/sex-stratified norms (ACSM 2017),2,NORM_VO2PEAK_ACSM,NOISE_VO2PEAK,N/A,ACSM2017,clinician,none,v1.0,1,Maximal incremental cycle test; ml/kg/min; higher=better fitness=less deconditioning; gold standard cardiorespiratory fitness
INST_BVMTR,Brief Visuospatial Memory Test-Revised,BVMT-R,neuropsych_test,NODE_COG_EPISODIC_MEM,"[""NODE_COG_EPISODIC_MEM""]",higher_better,ordinal,6,4,"[""total_recall"", ""delayed_recall"", ""retention_pct"", ""recognition_discrimination""]",0,36,0,10,1.0,0.0,0.97,test_retest,used_in_cancer,1.1,N/A,N/A,Age-stratified norms (Benedict 1997),0,NORM_BVMTR_AGE,NOISE_BVMTR,English,Benedict1997,clinician,low,v1.0,1,6 geometric figures x 3 learning trials + delayed recall; visuospatial episodic memory; 6 alternate forms
