measure_id,measure_label,maps_to_node_id,measure_kind,analyte,specimen_or_device,biospecimen,device_type,proxy_type,time_aggregation,raw_unit,value_transform_spec,direction_rule_id,directionality_after_alignment,measure_family_id,compatibility_group_id,effective_window_days,min_required_samples,required_fields_json,preferred_norm_ref_id,preferred_noise_id,active,version,description,notes
MEAS_PHQ9_TOTAL,PHQ-9 Depression Severity Total,NODE_SYM_DEPRESSION,score,,questionnaire,,,self_report,biweekly,points_0_27,,DIR_REVERSE,higher_better,FAM_PHQ9,COMPAT_PHQ9,14,1,"{""value"": ""required""}",NORM_PHQ9_CANCER,NOISE_PHQ9_T,1,v1.0,PHQ-9 Depression Severity Total,5/10/15/20 severity cutoffs; somatic items 3-5 overlap cancer symptoms
MEAS_PROMIS_COG_TOTAL,PROMIS Cognitive Function T-score,NODE_SYM_COG_COMPLAINTS,score,,questionnaire,,,self_report,weekly,T_score,,DIR_REVERSE,higher_better,FAM_PROMIS_COG,COMPAT_PROMIS,7,1,"{""value"": ""required""}",NORM_PROMIS_US,NOISE_PROMIS_COG_T,1,v1.0,PROMIS Cognitive Function T-score,IRT-based T-score; MCID ~3 points; preferred for normed comparison
MEAS_PSQI_DAYTIME,PSQI Daytime Dysfunction Component,NODE_SYM_SLEEP_DISRUPTION,score,,questionnaire,,,self_report,monthly,points_0_3,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_DAY,1,v1.0,PSQI Daytime Dysfunction Component,Component 7: daytime dysfunction due to sleepiness; overlaps with fatigue/cognition
MEAS_PSQI_DISTURBANCES,PSQI Sleep Disturbances Component,NODE_SYM_SLEEP_DISRUPTION,score,,questionnaire,,,self_report,monthly,points_0_3,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_DIST,1,v1.0,PSQI Sleep Disturbances Component,Component 5: frequency of sleep disturbances; 0-3 scoring
MEAS_PSQI_DURATION,PSQI Sleep Duration Component,NODE_SYM_SLEEP_DISRUPTION,score,,questionnaire,,,self_report,monthly,points_0_3,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_DUR,1,v1.0,PSQI Sleep Duration Component,Component 3: total hours of sleep; 0-3 scoring
MEAS_PSQI_EFFICIENCY,PSQI Habitual Sleep Efficiency Component,NODE_BEH_SLEEP_QUALITY,score,,questionnaire,,,self_report,monthly,points_0_3,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_EFF,1,v1.0,PSQI Habitual Sleep Efficiency Component,Component 4: hours slept / hours in bed × 100; maps to behavior node
MEAS_PSQI_GLOBAL,PSQI Global Score,NODE_SYM_SLEEP_DISRUPTION,score,,questionnaire,,,self_report,monthly,points_0_21,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_G,1,v1.0,PSQI Global Score,7 component scores summed; >5 poor sleep; Tier 1
MEAS_PSQI_LATENCY,PSQI Sleep Latency Component,NODE_SYM_SLEEP_DISRUPTION,score,,questionnaire,,,self_report,monthly,points_0_3,,DIR_REVERSE,higher_better,FAM_PSQI,COMPAT_PSQI,30,1,"{""value"": ""required""}",NORM_PSQI_CANCER,NOISE_PSQI_LAT,1,v1.0,PSQI Sleep Latency Component,Component 2: time to fall asleep; 0-3 scoring
MEAS_PSS_TOTAL,PSS Perceived Stress Total,NODE_BEH_STRESS_MGMT,score,,questionnaire,,,self_report,weekly,points_0_40,,DIR_REVERSE,higher_better,FAM_PSS,COMPAT_PSS,7,1,"{""value"": ""required""}",NORM_PSS_US,NOISE_PSS_T,1,v1.0,PSS Perceived Stress Total,Oppegaard 2023 patient-specific factor; largest association with CRCI within latent variable
MEAS_RADIATION_CAT,Radiation Exposure Category,NODE_EXO_RADIATION,score,,questionnaire,,,self_report,point_in_time,category,,DIR_NONE,higher_worse,FAM_CLINICAL_RADIATION,COMPAT_RADIATION,0,1,"{""value"": ""required""}",NORM_RADIATION,NOISE_RAD_T,1,v1.0,Radiation Exposure Category,cranial/whole_brain/head_neck/thoracic/pelvic/none; cranial is highest CRCI risk
MEAS_REY_COPY_ACCURACY,Rey Complex Figure Copy Accuracy,NODE_COG_VISUOSPATIAL,subscale,,questionnaire,,,subscale,point_in_time,points_0_36,,DIR_REVERSE,higher_better,FAM_REY_COPY,COMPAT_REY,0,1,"{""value"": ""required""}",NORM_REY_AGE,NOISE_REY_T,1,v1.0,Rey Complex Figure Copy Accuracy,18-element scoring; copy condition for visuospatial construction
MEAS_SCQ_TOTAL,SCQ Comorbidity Burden,NODE_EXO_COMORBIDITY,score,,questionnaire,,,self_report,point_in_time,points_0_36,,DIR_REVERSE,higher_better,FAM_SCQ,COMPAT_SCQ,0,1,"{""value"": ""required""}",NORM_SCQ_GENERAL,NOISE_SCQ_T,1,v1.0,SCQ Comorbidity Burden,Oppegaard 2023 patient-specific factor; sample mean 5.5
MEAS_SEX_CATEGORY,Biological Sex Category,NODE_EXO_SEX,score,,questionnaire,,,self_report,point_in_time,category,,DIR_NONE,higher_worse,FAM_CLINICAL_SEX,COMPAT_SEX,0,1,"{""value"": ""required""}",NORM_SEX_POP,NOISE_SEX_T,1,v1.0,Biological Sex Category,"0=male, 1=female, 2=other; Oppegaard sample 77.8% female"
MEAS_SHANNON_H,Shannon Diversity Index (Gut),NODE_BIO_SHANNON,score,,questionnaire,,,self_report,point_in_time,shannon_index,,DIR_REVERSE,higher_better,FAM_SHANNON_16S,COMPAT_SHANNON,0,1,"{""value"": ""required""}",NORM_SHANNON_HEALTHY,NOISE_SHANNON_T,1,v1.0,Shannon Diversity Index (Gut),Higher = more diverse; batch effects significant; 16S rRNA sequencing
MEAS_STAI_STATE,STAI State Anxiety Score,NODE_SYM_ANXIETY,score,,questionnaire,,,self_report,point_in_time,points_20_80,,DIR_REVERSE,higher_better,FAM_STAI_S,COMPAT_STAI,0,1,"{""value"": ""required""}",NORM_STAI_US,NOISE_STAI_T,1,v1.0,STAI State Anxiety Score,Oppegaard 2023 co-occurring symptom indicator; cutoff >32.2
MEAS_STROOP_INTERFERENCE,Stroop Interference Score,NODE_COG_EXEC_INHIBITION,subscale,,questionnaire,,,subscale,point_in_time,interference_score,,DIR_REVERSE,higher_better,FAM_STROOP,COMPAT_STROOP,0,1,"{""value"": ""required""}",NORM_STROOP_AGE,NOISE_STROOP_INT,1,v1.0,Stroop Interference Score,Color-word minus predicted; higher = better inhibitory control
MEAS_STROOP_SELECTIVE,Stroop Selective Attention Score,NODE_COG_ATTN_SELECTIVE,subscale,,questionnaire,,,subscale,point_in_time,color_naming_score,,DIR_REVERSE,higher_better,FAM_STROOP,COMPAT_STROOP,0,1,"{""value"": ""required""}",NORM_STROOP_AGE,NOISE_STROOP_SEL,1,v1.0,Stroop Selective Attention Score,Color naming condition; selective attention component; items correct in 45 seconds
MEAS_TMT_B_TIME,Trail Making B Completion Time,NODE_COG_PROC_SPEED,score,,questionnaire,,,self_report,point_in_time,seconds,,DIR_REVERSE,higher_better,FAM_TMT_B,COMPAT_TMT,0,1,"{""value"": ""required""}",NORM_TMT_STRATIFIED,NOISE_TMT_B_TIME,1,v1.0,Trail Making B Completion Time,Time in seconds; lower = faster; practice effects ~5s per retest
MEAS_TNF_CONC,TNF-α Plasma Concentration,NODE_BIO_TNF,score,TNF-alpha,blood_sample,plasma,,self_report,point_in_time,pg_mL,,DIR_REVERSE,higher_better,FAM_TNF_PLASMA,COMPAT_TNF,0,1,"{""value"": ""required""}",NORM_TNF_HEALTHY,NOISE_TNF_T,1,v1.0,TNF-α Plasma Concentration,Less stable than IL-6/CRP; log-transformed; CV <10%
MEAS_TNF_SERUM,Serum TNF-alpha,NODE_TNF_ALPHA,biomarker,tnfa,venipuncture,serum,,level,study_window,pg/mL,log,DIR_HIGHER_WORSE,higher_worse,FAM_TNF,COMPAT_TNF,1,1,"{""concentration"": ""required""}",,,1,1,Tumor necrosis factor alpha serum concentration,Often below detection limit
MEAS_TOL_TOTAL_CORRECT,Tower of London Total Correct,NODE_COG_EXEC_PLANNING,subscale,,questionnaire,,,subscale,point_in_time,trials_correct,,DIR_REVERSE,higher_better,FAM_TOL,COMPAT_TOL,0,1,"{""value"": ""required""}",NORM_TOL_AGE,NOISE_TOL_T,1,v1.0,Tower of London Total Correct,Number of problems solved in minimum moves; planning efficiency measure
MEAS_TX_PHASE,Treatment Phase,NODE_EXO_TX_PHASE,score,,questionnaire,,,self_report,point_in_time,category,,DIR_NONE,higher_worse,FAM_CLINICAL_TX_PHASE,COMPAT_TX,0,1,"{""value"": ""required""}",NORM_TX_PHASE,NOISE_TXPH_T,1,v1.0,Treatment Phase,Tier 0 required; 5-level ordinal; active_treatment is enrollment timepoint in Oppegaard
